Message,upFeatureList,Spam_Ham
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,64 1038 1964 2036 1434 1283 1792 661 2047 706,0
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,36 32 41 13 37 55 39 8 3 10 0 0 0 20 0 0,1
I've been trying to reach him without success,48 63 0 61 3,0
when you and derek done with class?,0,0
Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,0 196608 0,0
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,1775 1133 36 1696 0 1024 0 19 66 1007,0
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,262 207 351 4 0 256 231 0 457 405,0
Hope you are having a good week. Just checking in,251 34 3 0,0
"Haha, my friend tyler literally just asked if you could get him a dubsack",8191 4093 577 6141,0
"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",30711 0 0 32531 0 5122 24039,0
Great. Have a safe trip. Dont panic surrender all.,0 1816 2015,0
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",18 198 215 250 154 8 6 254 218 16 255 216,0
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,35 58 63 0 0 0 17 0 0 0 45 16 0,0
Try to do something dear. You read something for exams,2116 3057 3190,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",38 0 0 14 2 50 21 34 0 25 32 36 0 14 3 56 0,0
Gettin rdy to ship comp,38 0 0 14 2 50 21 34 0 25 32 36 0 14 3 56 0,0
I am in hospital da. . I will return home in evening,48 15 24 41 0,0
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),20 0 0 0 44 16 0 46 0 0,0
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,608 161 514 509 514 972 799 254 33 1005 944,0
How much u trying to get?,35 31,0
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",36 0 58 32 63 59 0 0,0
Tell me again what your address is,133 0 121,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",32 19 52 42 51 0 0 51 63 38 56 32 61 37 47 0 17 10,0
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,63 33 0 0 53 24 59 62 0 17 53 5 60 57 63 8 3 5 17 6 3 39 0,0
But you were together so you should be thinkin about him,73 44 64 12 3,0
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0 0 48 31 36 36 1 0 0 29 0 20,0
At WHAT TIME should i come tomorrow,0 20,0
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,53 12 59 8 0 16 28 35 0 16 0 3 56 0 33 63 34,1
\CHA QUITEAMUZING THATåÕSCOOL BABE,0 101 49,0
Omg how did u know what I ate?,32 0 30,0
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",4 351 289 14 3 495 0 8 0 480 0 489 479,1
:( but your not here....,114 61,0
Not directly behind... Abt 4 rows behind Ì_...,64 0 0 47,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,68 32 0 126 24 48 93 16 127 127 3,1
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",61 59 0 58 60 32 59 0 4 4 24 16 16 41 55 2 6 26,1
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",732 0 514 0 2 452 927 512 115 713 0,1
No plans yet. What are you doing ?,36 0 0,0
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,32767 1 3072 769 3 24576 31961,0
Not course. Only maths one day one chapter with in one month we can finish.,32 8 16 63 58 0 17 0,0
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),5069 592 3347 7167 8189,0
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",127 123 0 0 39 30 18 88 63 45 77 0 0,1
Noooooooo please. Last thing I need is stress. For once in your life be fair.,64 9 103 32 3 14 47,0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,63 18 0 16 0 51 15 0 30 49 43 4 2 56 42 4 3 10 0,1
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",36 0 0 6 60 4 12 0 47 2 0 63 57 8 36 63 0 20,1
"I'll see if I can swing by in a bit, got some things to take care of here firsg",51 12 4 27 6 0 22 45,0
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),189 255 0 170 103 94 1 108 219 255 121 239 128 74 139 0 0 218 2,0
Have you not finished work yet or something?,26677 0,0
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,1967 355 0 2045 415 2047 1534,0
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,105 75 109 8 0 40 8 36 35 111 0 18 7 12 0 127,1
Right it wasnt you who phoned it was someone with a number like yours!,64 80 0 0 0 76 123,0
It's ok i wun b angry. Msg u aft i come home tonight.,82 0 96 32 64,0
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,32 0 8 58 0 0 0 12 0 23 6 40,0
Yo sorry was in the shower sup,32768,0
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",1014 308 1007 1023 0 990,0
Full heat pa:-) i have applyed oil pa.,33 6 0 0,0
I'm stuck in da middle of da row on da right hand side of da lt... ,199 0 112 0 0,0
Have you laid your airtel line to rest?,48 0 27 0,0
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,2047 145 1742 951 1128 1415,0
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,260 224 8 445 0 253 122 81 257 486 473,1
\Hey j! r u feeling any better,0 44,0
And I don't plan on staying the night but I prolly won't be back til late,0 36 0 0 42 0 16 0,0
THANX 4 PUTTIN DA FONE DOWN ON ME!!,10 0 0 3,0
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",65 55 0 44 52 0,0
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0 240 0 0 244 0 32 66 0 176 28 211,0
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,56 0 63 4 0 0 0 0 0 8 0 8,0
We live in the next  &lt;#&gt; mins,512 303,0
Sorry da. I gone mad so many pending works what to do.,0 0,0
How much you got for cleaning,35 0 14,0
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,35 0 14,0
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,516 384 48 1 1022 144 34 25,1
ÌÏ called dad oredi...,7,0
Good. do you think you could send me some pix? I would love to see your top and bottom...,0 0 0 12 72 385 195,0
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0 0 128 88 0 86,0
"Sorry, I'll call later In meeting.",34658,0
THIS IS A LONG FUCKIN SHOWR,447 744,0
"Received, understood n acted upon!",32 54 5 0,0
They finally came to fix the ceiling.,127 0 119,0
"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",32 8 0 8 1 48 31 55 0 10 44 5 32 42 1 60 0 19 35 0,0
Jus finish blowing my hair. U finish dinner already?,32 8 63 24 0 31,0
I'm on the bus. Love you,48 54,0
Lol ... I knew that .... I saw him in the dollar store,0 0 6,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,32 33 2 23 21 13 0 0 1 0 33 0 0 55 60 0,1
Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,32 33 2 23 21 13 0 0 1 0 33 0 0 55 60 0,1
Only saturday and sunday holiday so its very difficult:),62 0 38 2 9 0,0
Everybody had fun this evening. Miss you.,43 0 2 47 63,0
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",73 98 81 0 115 81 4 36 9,0
"I'm in a meeting, call me later at",219 0 250,0
Oh wow thats gay. Will firmware update help,16390 0,0
These won't do. Have to move on to morphine,29870 16641,0
How come i din c Ì_... Yup i cut my hair...,32775,0
Oh ho. Is this the first time u use these type of words,143360 0,0
Captain vijaykanth is doing comedy in captain tv..he is drunken :),63 0 2 0 46 25 42 3,0
Of course. I guess god's just got me on hold right now.,1950 32 1238,0
Do you hide anythiing or keeping distance from me,71 127 127 1 32,0
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,64 121 12 11 50 32 127 54 41 0 79 48 0 125 0,1
Sorry i din lock my keypad.,51 47 31,0
Did u got that persons story,124 104,0
Are you planning to come chennai?,127 68 72,0
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,257 0 266 14 98 0 100 6 136 264 122 111,1
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,266560 32 163841 89707 450239 199372,0
We are okay. Going to sleep now. Later,1024,0
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",31666 7915 7696 28095 8304 2048 0 0,0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",524289 920830 458239 786440 0,0
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,10338103 16720229 15719323 0 3674143,1
Lol yes. But it will add some spice to your day.,123 23 114 0,0
Hope you are having a great day.,32 36 9,0
Our Prasanth ettans mother passed away last night. Just pray for her and family.,576 579 0 259 0 0,0
"K, I'll work something out",240 0,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,1392 1985 512 4 63 1983 24 1131 0,1
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,62 16 0 44 0 0 34 0 54 63 30 55,0
I cant pick the phone right now. Pls send a message,3622 257 2081,0
You call him and tell now infront of them. Call him now.,128 94 0 6 1,0
Ladies first and genus second k .,33554433,0
Mum not going robinson already.,2048 0,0
Ok set let u noe e details later...,64 0 125,0
Not..tel software name..,0 0,0
I send the print  outs da.,256 423,0
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,16221 301,0
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",10305 0,0
"I didnt get ur full msg..sometext is missing, send it again",492 135 242 5,0
"Probably not, I'm almost out of gas and I get some cash tomorrow",0,0
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",2048 4095 1536 1839 3370 692 2231 667 128,1
I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,105 127 14 0 44 82 114 36 64 38,0
I'm leaving my house now.,108 125,0
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",257 0 421 401 4 187 32 447 298 500 36 0 244,1
ÌÏ ready then call me...,0 0,0
Wewa is 130. Iriver 255. All 128 mb.,0,0
It is a good thing I'm now getting the connection to bw,46 0 49 0 57 32,0
Sry da..jst nw only i came to home..,78 126 121,0
"That's cool he'll be here all night, lemme know when you're around",123 8 127 4 16 127,0
Are you staying in town ?,88 64,0
"Haha yeah, 2 oz is kind of a shitload",32 56 0 29,0
Ok u can take me shopping when u get paid =D,128 0 0,0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33 54 7 0 25 1 32 0 0 0 6 35 59 0 24 9 7 63,0
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0 22828,0
But pls dont play in others life.,159709,0
Hmmm.but you should give it on one day..,76 9 125 1,0
"Didn't try, g and I decided not to head out",44 8 32 33,0
Surly ill give it to you:-) while coming to review.,64 0 12 0 75,0
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",32 1 1 0 50 24 16 24 0 25 44 44 15 0 3 8 0,0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,255 10 52 95 239 19 128 38 221 2,0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,32 55 11 0 0 0 22 22 55 0 16 0 28 34 47 0,0
"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",20 33 0 224 3 241 154 0 240 28 132 11 18 32,1
A guy who gets used but is too dumb to realize it.,51 49 52 62 0,0
"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",128 255 0 64 4,0
Don no da:)whats you plan?,35 52 7,0
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0 0 0 62 1 8 40 34 4 63 16 28 0 19 4,1
I liked the new mobile,46 0,0
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,32 63 40 9 63 31 0 41 8 45 0 63 20 47,0
Yar but they say got some error.,64 0 0,0
Hey anyway i have to :-),32 36,0
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,111 127 96 127 22 6 17 0 127,0
Wif my family booking tour package.,511 148 41,0
"Did you say bold, then torch later. Or one torch and 2bold?",939 128 955 567,0
"Haha awesome, I might need to take you up on that, what you doin tonight?",64 0 0 32 125 53 127,0
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),48 3 37 63 24 44 23 59 39 1,0
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,82 33 97 11 115 65 79,0
Thats cool princess! I will cover your face in hot sticky cum :),58 5 0 10 7 0 0,0
Big brotherÛ÷s really scraped the barrel with this shower of social misfits,32 57 24 46 0 45 0 11 32,0
Oops i thk i dun haf enuff... I go check then tell Ì_..,75 47 15 0 126,0
S:)8 min to go for lunch:),8 12 3,0
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0 27 8 30 26 6 56 43 37 63 47 63,0
"K will do, addie &amp; I are doing some art so I'll be here when you get home",3071 2240 3023 1024,0
My uncles in Atlanta. Wish you guys a great semester.,65665 107116,0
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",73216 3840 3057 256,0
Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,144 0 247 204 0 8 168,0
"Yup. Anything lor, if u dun wan it's ok...",32 509 52,0
"I'm home, my love ... If your still awake ... *loving kiss*",97 7 123 10 0 1,0
HELLO PEACH! MY CAKE TASTS LUSH!,256,0
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",2 383 120 16 134 0 85 511 215 16 250 0,1
"There'll be a minor shindig at my place later tonight, you interested?",63 0 0 60 0 35 45 12,0
Jason says it's cool if we pick some up from his place in like an hour,49 13 5 24 0 55 53,0
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",123 46 0 38 87 0 21 31 115 77 64 0 87 12,1
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,112 0 0 102 10 61 3 100 38 1 0 0,0
I've reached already.,223 254,0
I dont know ask to my brother. Nothing problem some thing that. Just i told .,48 45 41 8 41 63 29 8,0
K:)eng rocking in ashes:),112 73,0
Wat time r Ì_ going to xin's hostel?,53 0 47 18,0
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0 0 231 0 128 105 0,0
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,32 63 8 0 4 0 33 49 0 16 39 63 63 21 0 12 46 0,1
Oh k:)after that placement there ah?,0 206 2,0
"Not for possession, especially not first offense",64 20 111 2 14,0
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",64 0 80 76 0 7 96 2 0 1 64 6 116 0 0 14 102 10,0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,128 164 188 29 32 1 188 2 0 76 0 128 1 224 12 126 0 0 22 7 1,0
We have pizza if u want,254 118,0
"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",247 85 40 255 183 2 0 207 0,0
Many more happy returns of the day. I wish you happy birthday.,127 98 29 125 38 17,0
Ya very nice. . .be ready on thursday,32 0 0 41,0
I am in hospital da. . I will return home in evening,192 7 72 0,0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,67 29 5 16 51 111 0 5 12 82 0,1
Orh i tot u say she now still dun believe.,64 47 2 61,0
"When you just put in the + sign, choose my number and the pin will show. Right?",255 45 198 16 219 0 57,0
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,16191 12095 8800 7657 8192 12286 62,0
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,115 29 126 96 33 12 127 64 66,0
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",50 32 16 63 16 17 52 37 0 0 12,0
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,35 0 48 45 50 7 59 2 0 6 21 31 4 8 3 34 8 0 0,1
Well boy am I glad G wasted all night at applebees for nothing,52 43 43 39 0 16 31,0
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,52 1 48 0 63 0 16 10 18 20 63 0 24 16 16 0 3 0,1
Ok lor... Or u wan me go look 4 u?,35 51 24,0
U wan 2 haf lunch i'm in da canteen now.,95 2 0,0
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,9420 14 4097 12269 13907 15479 0 10012,0
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",833 929 0 288 256 19 859 863 4,0
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1 55 57 0 63 49 0 7 63 59 43 63 45 49 0 0 63,1
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,0 0 1783 0 610 1 3135 1489,1
I'm home. Doc gave me pain meds says everything is fine.,797 0 810 0,0
It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),2567 0 0 0 18,0
Me too! Have a lovely night xxx,0 256,0
Prepare to be pleasured :),256 0,0
Hi.:)technical support.providing assistance to us customer through call and email:),12 38 0 35 0 14 0 10 2 0,0
if you text on your way to cup stop that should work. And that should be BUS,17 0 11 0 52 17 46 23,0
Whens your radio show?,240 116,0
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,140 158 0 0 3 241 151 0,1
I'm not sure if its still available though,1543 0,0
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,89 194 2 0 0 136 148 8 64 34 129,0
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,30813 8200 128,0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",740153 914036 443610 139264 32769 22017,0
Ok then u tell me wat time u coming later lor.,3551 0,0
U repeat e instructions again. Wat's e road name of ur house?,512 2 104 436,0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",32 37 51 0 32 3 0 0 61 39 32 0 25 0 0 63 0 26,0
Quite lor. But dun tell him wait he get complacent...,259 72 0 142,0
Sorry completely forgot * will pop em round this week if your still here?,255 84 223 49 111 131,0
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0 0 16 0 2 0 0 32 48,0
O we cant see if we can join denis and mina? Or does denis want alone time,256 0 0 32 425,0
Sen told that he is going to join his uncle finance in cbe,63 31 0 0 0 47,0
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0 16 0 196 187,0
"Call me, i am senthil from hsbc.",0 16 0 196 187,0
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",1024 0 528 0 260 1855 0 1088 1017 257,0
Indeed and by the way it was either or - not both !,131072 83080,0
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",184063 247644 68255 105535 0 8307,1
Holy living christ what is taking you so long,16384 0,0
ÌÏ thk of wat to eat tonight.,3996,0
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",31543 31802 0 25702 27549 1046 1168,0
We're on the opposite side from where we dropped you off,60 24 0 49 46 0,0
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0 39 16 62 4 19 44,0
Send me your resume:-),64 0,0
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,36928 24 0,0
Sorry that was my uncle. I.ll keep in touch,793 7 1008,0
Saw Guys and Dolls last night with Patrick Swayze it was great,423 505 471 52 0,0
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,16 69 144 3 255 0 0 2 132 3 23 0,1
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,16 69 144 3 255 0 0 2 132 3 23 0,1
Just come home. I don't want u to be miserable,73 12 108 0,0
I dont know why she.s not getting your messages,440 16 0,0
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0 35 0 46 0 0 0 25 0 6 0 3 2 0 0 18 18,0
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",64 0 0 85 0 1 0 0 66 49 0 24 7 0 0 125 0 48 48 74 2 0 0 0,0
Reverse is cheating. That is not mathematics.,32 2 0 0 0,0
How do you plan to manage that,144 69,0
"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",322 510 127 0 253 6 27 333 276,0
Sorry for the delay. Yes masters,51 0 8,0
Call me when u finish then i come n pick u.,512 0 585,0
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,0 15575 271 0 16316 13671 11136 88,1
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,120 75 96 0 56 19 3 122 79 0 1,0
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0 0 108 0 4 86 112 12 0 0 1 0 0 0 0 0 21 70 68 0,0
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",68 69 18 0 21 125 127 50 11 0 114 33 13 83 0,0
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,61 0 31 2 0 50 60 49 0 49,0
"fyi I'm at usf now, swing by the room whenever",1250 264 1533,0
i can call in  &lt;#&gt;  min if thats ok,30 0 61 30,0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,134 200 136 0 115 119 0,0
ÌÏ no home work to do meh... ,27 2,0
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,55 62 48 0 16 57 59 32 0 0 41 63,0
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0 517 0 641 1789,0
How's ur paper?,0,0
Got smaller capacity one? Quite ex...,137 0 16,0
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,68 102 18 122 91 0 0,1
Im good! I have been thinking about you...,59 63 32 0 15,0
u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),31 63 0 0 127 111 1 66 64 0 0 24 67 0 120,1
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,36 0 0 32 0 58 59 25 0 0 0 0,0
I am going to sleep. I am tired of travel.,218 7 0,0
"Haha, just what I was thinkin",36 1 22,0
Yup but it's not giving me problems now so mayb i'll jus leave it...,32 17 45 0 27 44 6,0
Lol no. Just trying to make your day a little more interesting,0 255 0 477,0
"How long before you get reply, just defer admission til next semester",303 76 0 0 4,0
"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",127 64 117 21 63 0 12 38 18 0 7 60 111 112 3,0
Po de :-):):-):-):-). No need job aha.,39 20 0 1,0
Rats. Hey did u ever vote for the next themes?,0 0 0,0
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",0 0 0 4 17 15 0 24 6 51 55 0 63 7 0 0 17 50,1
I hope your pee burns tonite.,1015 770,0
